,filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
192,p27.JPG,162218,{},4,0,"{""name"":""rect"",""x"":117,""y"":17,""width"":229,""height"":221}","{""type"":""damaged""}"
193,p27.JPG,162218,{},4,1,"{""name"":""rect"",""x"":339,""y"":29,""width"":201,""height"":191}","{""type"":""damaged""}"
194,p27.JPG,162218,{},4,2,"{""name"":""rect"",""x"":125,""y"":237,""width"":219,""height"":214}","{""type"":""intact""}"
195,p27.JPG,162218,{},4,3,"{""name"":""rect"",""x"":347,""y"":222,""width"":233,""height"":237}","{""type"":""intact""}"
196,p28.JPG,164146,{},4,0,"{""name"":""rect"",""x"":143,""y"":13,""width"":225,""height"":218}","{""type"":""damaged""}"
197,p28.JPG,164146,{},4,1,"{""name"":""rect"",""x"":362,""y"":16,""width"":199,""height"":193}","{""type"":""damaged""}"
198,p28.JPG,164146,{},4,2,"{""name"":""rect"",""x"":153,""y"":238,""width"":213,""height"":202}","{""type"":""intact""}"
199,p28.JPG,164146,{},4,3,"{""name"":""rect"",""x"":363,""y"":206,""width"":232,""height"":229}","{""type"":""intact""}"
200,p29.JPG,161554,{},4,0,"{""name"":""rect"",""x"":131,""y"":23,""width"":231,""height"":225}","{""type"":""damaged""}"
201,p29.JPG,161554,{},4,1,"{""name"":""rect"",""x"":356,""y"":30,""width"":202,""height"":190}","{""type"":""damaged""}"
202,p29.JPG,161554,{},4,2,"{""name"":""rect"",""x"":143,""y"":255,""width"":213,""height"":212}","{""type"":""intact""}"
203,p29.JPG,161554,{},4,3,"{""name"":""rect"",""x"":357,""y"":225,""width"":237,""height"":238}","{""type"":""intact""}"
204,p30.JPG,163220,{},4,0,"{""name"":""rect"",""x"":115,""y"":33,""width"":208,""height"":187}","{""type"":""damaged""}"
205,p30.JPG,163220,{},4,1,"{""name"":""rect"",""x"":321,""y"":15,""width"":231,""height"":211}","{""type"":""intact""}"
206,p30.JPG,163220,{},4,2,"{""name"":""rect"",""x"":93,""y"":225,""width"":255,""height"":233}","{""type"":""damaged""}"
207,p30.JPG,163220,{},4,3,"{""name"":""rect"",""x"":342,""y"":236,""width"":219,""height"":219}","{""type"":""intact""}"
208,p31.JPG,169095,{},6,0,"{""name"":""rect"",""x"":52,""y"":89,""width"":174,""height"":162}","{""type"":""intact""}"
209,p31.JPG,169095,{},6,1,"{""name"":""rect"",""x"":213,""y"":62,""width"":177,""height"":172}","{""type"":""damaged""}"
